id	emotion
2719_0060_A_935	0.07242876291275024,0.06623336672782898,0.11417575925588608,0.09497269243001938,0.08340338617563248,0.1868930160999298
2719_0060_A_936	0.07163503766059875,0.06707343459129333,0.11426324397325516,0.0945647582411766,0.08298294991254807,0.1869133561849594
2719_0060_A_937	0.06805899739265442,0.06616386771202087,0.11584065109491348,0.10428627580404282,0.07278893142938614,0.18473298847675323
2719_0060_A_938	0.06672528386116028,0.06833571195602417,0.11977224797010422,0.10451812297105789,0.08141092211008072,0.18500731885433197
2719_0060_A_939	0.06638921797275543,0.06195751205086708,0.11671876162290573,0.0988161489367485,0.06677616387605667,0.1871459186077118
2719_0060_A_940	0.06552694737911224,0.06600898504257202,0.11449568718671799,0.10114162415266037,0.07910595089197159,0.18866075575351715
2719_0060_A_941	0.07388611137866974,0.07259827852249146,0.11981383711099625,0.10181162506341934,0.06917835026979446,0.18976488709449768
2719_0060_A_942	0.07074335217475891,0.07140982151031494,0.11655304580926895,0.09766300767660141,0.07639766484498978,0.18778198957443237
2719_0060_A_944	0.07034626603126526,0.06427600979804993,0.11200951039791107,0.10340271145105362,0.0749722495675087,0.18827077746391296
2719_0060_A_947	0.06803256273269653,0.0651560127735138,0.11353222280740738,0.10113828629255295,0.07254675775766373,0.18957626819610596
2719_0060_A_948	0.07296746969223022,0.06723296642303467,0.10845766216516495,0.09939653426408768,0.07532977312803268,0.18858197331428528
2719_0060_A_950	0.0636591911315918,0.06050202623009682,0.10249925404787064,0.10645697265863419,0.07790861278772354,0.18213669955730438
2719_0060_A_955	0.06838876008987427,0.06670236587524414,0.11978290230035782,0.09958220273256302,0.0815253034234047,0.18735769391059875
2719_0060_A_956	0.07415714859962463,0.06052399054169655,0.11523989588022232,0.10204272717237473,0.07784009724855423,0.18173587322235107
2719_0060_A_959	0.06514894962310791,0.07198423147201538,0.11287739127874374,0.09900351613759995,0.08095429092645645,0.19339241087436676
2719_0060_A_960	0.06973594427108765,0.07271769642829895,0.11942271143198013,0.10030745714902878,0.06791523844003677,0.19547505676746368
2719_0060_A_961	0.07398049533367157,0.06281504034996033,0.10251937061548233,0.09479746967554092,0.08186572045087814,0.18142542243003845
2719_0060_A_962	0.07319033145904541,0.06755149364471436,0.12196142226457596,0.10468515008687973,0.07144758850336075,0.18589064478874207
2719_0061_A_985	0.07549959421157837,0.06055853143334389,0.10408998280763626,0.1015811637043953,0.07319436222314835,0.1822800636291504
2719_0062_A_989	0.07217541337013245,0.07501530647277832,0.11124788969755173,0.10324940830469131,0.0801209881901741,0.191356360912323
2719_0062_A_992	0.0735064446926117,0.07485848665237427,0.11798449605703354,0.09849759191274643,0.07467509061098099,0.19359509646892548
2719_0062_A_994	0.06919798254966736,0.06476485729217529,0.11022011190652847,0.10657168179750443,0.07255742698907852,0.18719330430030823
2719_0062_A_995	0.06558099389076233,0.07894495129585266,0.10972312837839127,0.10266570001840591,0.07736227661371231,0.20038162171840668
2719_0062_A_996	0.07035396993160248,0.0810156762599945,0.1150464192032814,0.09863296896219254,0.06774527579545975,0.19994251430034637
2719_0063_A_999	0.0654730349779129,0.07014274597167969,0.11469196528196335,0.10172147303819656,0.0755007341504097,0.19277438521385193
2719_0063_A_1000	0.06597834825515747,0.06876474618911743,0.11341247707605362,0.10170731693506241,0.07708544284105301,0.1914815604686737
2719_0063_A_1001	0.06593561172485352,0.06893515586853027,0.11323917657136917,0.1013670340180397,0.07754344493150711,0.19181689620018005
2719_0063_A_1002	0.06416784226894379,0.0652550756931305,0.1111370250582695,0.09895939379930496,0.08013249188661575,0.19402170181274414
2719_0063_A_1003	0.0713716447353363,0.06898978352546692,0.11079401522874832,0.0997554138302803,0.07925305515527725,0.19107875227928162
2719_0063_A_1004	0.06954789161682129,0.06114992871880531,0.11148134618997574,0.10016613453626633,0.07747287303209305,0.1933853030204773
2719_0063_A_1005	0.06727100908756256,0.07099726796150208,0.11336531490087509,0.09720733016729355,0.08010033518075943,0.1972053050994873
2719_0064_A_1006	0.07399439811706543,0.0687190592288971,0.11055964976549149,0.091295026242733,0.08258355408906937,0.19210174679756165
2719_0064_A_1007	0.07353058457374573,0.06852099299430847,0.11048562079668045,0.0915856882929802,0.08202866464853287,0.19158948957920074
2719_0064_A_1008	0.0694841593503952,0.07333999872207642,0.10716145485639572,0.10882825404405594,0.07787690311670303,0.19488225877285004
2719_0060_A_963	0.07321751117706299,0.06475332379341125,0.1166468933224678,0.10305715352296829,0.06986228376626968,0.18784663081169128
2719_0060_A_965	0.07045786082744598,0.06672981381416321,0.12609724700450897,0.10897398740053177,0.07226479798555374,0.18319624662399292
2719_0060_A_966	0.0668395608663559,0.06966254115104675,0.1124284490942955,0.1014055535197258,0.06773451715707779,0.1917567253112793
2719_0060_A_967	0.07173208892345428,0.0674697756767273,0.10259822756052017,0.1015058234333992,0.08716330677270889,0.187662273645401
2719_0060_A_968	0.07193814218044281,0.06717544794082642,0.10239944607019424,0.10181874781847,0.08709824830293655,0.18767940998077393
2719_0060_A_969	0.07174569368362427,0.06708937883377075,0.102988101541996,0.10172856599092484,0.08675981312990189,0.18745627999305725
2719_0061_A_972	0.06946425139904022,0.07416966557502747,0.11979136615991592,0.09963438659906387,0.07103928178548813,0.19410593807697296
2719_0061_A_973	0.06917524337768555,0.07414641976356506,0.11993546038866043,0.09937683492898941,0.07077658921480179,0.1939876526594162
2719_0061_A_974	0.06876704096794128,0.07072964310646057,0.11273673176765442,0.10663560777902603,0.07120489329099655,0.18848173320293427
2719_0061_A_975	0.08230671286582947,0.06942585110664368,0.10862765461206436,0.10029543191194534,0.07959624379873276,0.18464875221252441
2719_0061_A_976	0.0693340003490448,0.06175783649086952,0.1131419911980629,0.1005169078707695,0.07272890955209732,0.18605220317840576
2719_0061_A_977	0.07089313864707947,0.06121370568871498,0.10603534430265427,0.10814429074525833,0.0716356411576271,0.18452739715576172
2719_0061_A_978	0.07013851404190063,0.07270103693008423,0.11349313706159592,0.10463554412126541,0.0763777568936348,0.19359780848026276
2719_0061_A_979	0.06135876104235649,0.07409730553627014,0.11880605667829514,0.09851665049791336,0.07495484501123428,0.20348970592021942
2719_0061_A_980	0.06109222397208214,0.07371526956558228,0.11880975216627121,0.09865470975637436,0.0747433677315712,0.20327457785606384
2719_0061_A_981	0.061250459402799606,0.07344791293144226,0.11854938417673111,0.09847532957792282,0.07492043823003769,0.20285968482494354
2719_0061_A_982	0.0767478197813034,0.06497156620025635,0.10984785109758377,0.09979365020990372,0.07539234310388565,0.18676893413066864
2719_0061_A_983	0.06895942986011505,0.06793323159217834,0.10898374766111374,0.09668811410665512,0.08128608018159866,0.19668415188789368
2719_0061_A_984	0.0686965137720108,0.06815573573112488,0.1092827245593071,0.09645091742277145,0.08109379559755325,0.1966027319431305
2719_0062_A_986	0.07462869584560394,0.061704281717538834,0.10457094758749008,0.10623898357152939,0.08784333616495132,0.19021910429000854
2719_0062_A_987	0.07510964572429657,0.06109604611992836,0.1037290021777153,0.10653678327798843,0.08802450448274612,0.18976788222789764
2719_0062_A_988	0.07410621643066406,0.06182989850640297,0.10433948785066605,0.10610637813806534,0.08742276579141617,0.19005095958709717
2719_0062_A_990	0.0741511881351471,0.07571443915367126,0.10830392688512802,0.10410066694021225,0.07356379181146622,0.19511890411376953
2719_0062_A_991	0.07988083362579346,0.06118527427315712,0.11209098249673843,0.10296351462602615,0.0844535306096077,0.18268586695194244
2719_0062_A_993	0.07422691583633423,0.06430438160896301,0.11822543293237686,0.10552964359521866,0.07233031839132309,0.18481263518333435
2719_0062_A_997	0.0688098669052124,0.0743793249130249,0.10554080456495285,0.1003478541970253,0.07492954283952713,0.19728143513202667
2719_0062_A_998	0.06476147472858429,0.07713735103607178,0.11114669591188431,0.09629213064908981,0.08433713763952255,0.20262479782104492
2719_0064_A_1009	0.07347792387008667,0.0678313672542572,0.1089935377240181,0.10527845472097397,0.0739411935210228,0.18665997684001923
2719_0064_A_1010	0.07033002376556396,0.06925028562545776,0.11046773940324783,0.10096792131662369,0.0885387733578682,0.18895864486694336
2719_0065_A_1013	0.07009425759315491,0.06753978133201599,0.1172221377491951,0.09876657277345657,0.08585379272699356,0.19462701678276062
2719_0064_A_1011	0.07809099555015564,0.07726943492889404,0.11017812043428421,0.09179962426424026,0.07535377889871597,0.19560450315475464
2719_0064_A_1012	0.07783085107803345,0.06667137145996094,0.11070813983678818,0.1055138036608696,0.07558398693799973,0.18579187989234924
2719_0065_A_1014	0.0702742338180542,0.06718748807907104,0.11730972677469254,0.09904702752828598,0.08574023097753525,0.1941155195236206
2719_0065_A_1015	0.06969223916530609,0.06759855151176453,0.11730123311281204,0.0985330119729042,0.08564404398202896,0.19477197527885437
2719_0065_A_1016	0.06973312795162201,0.06727978587150574,0.11714150756597519,0.09869614988565445,0.08603744953870773,0.1941634714603424
2719_0065_A_1017	0.07023483514785767,0.0638364851474762,0.11166977137327194,0.10591032356023788,0.0679582729935646,0.19146455824375153
2719_0065_A_1018	0.06606170535087585,0.06867057085037231,0.11696232110261917,0.09581393748521805,0.0768122747540474,0.19370867311954498
2719_0065_A_1019	0.06647731363773346,0.06711408495903015,0.11636587232351303,0.09781213849782944,0.07625017315149307,0.1922321617603302
2719_0065_A_1020	0.06612646579742432,0.0669131875038147,0.1167530044913292,0.09768196195363998,0.07629961520433426,0.1922958493232727
2719_0065_A_1021	0.06873615086078644,0.06634292006492615,0.11520693451166153,0.10282010585069656,0.0750051811337471,0.18875062465667725
2719_0066_A_1022	0.07022683322429657,0.06382176280021667,0.10839041322469711,0.10471823066473007,0.08562121540307999,0.19234934449195862
2719_0066_A_1023	0.06963351368904114,0.06339508295059204,0.10840059071779251,0.10496694594621658,0.08523548394441605,0.1924176812171936
2719_0066_A_1024	0.07484966516494751,0.06490391492843628,0.11212535947561264,0.11015961319208145,0.08285997062921524,0.18167705833911896
2719_0066_A_1025	0.07286527752876282,0.06118619814515114,0.11618190258741379,0.1037602350115776,0.0771416649222374,0.18287593126296997
2719_0066_A_1026	0.07040902972221375,0.07106402516365051,0.11423281580209732,0.10397130995988846,0.0799311175942421,0.19103200733661652
2719_0066_A_1027	0.06681601703166962,0.07583069801330566,0.11511731892824173,0.09541476517915726,0.08038797229528427,0.19649019837379456
2719_0066_A_1028	0.06725537776947021,0.07551765441894531,0.11495950073003769,0.09557656198740005,0.08022286742925644,0.1960366666316986
2719_0066_A_1029	0.0663563460111618,0.0705803632736206,0.10348083823919296,0.10446459800004959,0.07013250142335892,0.19703537225723267
2719_0066_A_1030	0.08003441989421844,0.06819397211074829,0.11679454892873764,0.10123341530561447,0.0735461637377739,0.1843269169330597
2719_0066_A_1031	0.06628090143203735,0.06834143400192261,0.12084665149450302,0.10514409095048904,0.07935235649347305,0.1909283995628357
2719_0066_A_1032	0.07159081101417542,0.061874572187662125,0.12030474096536636,0.10230415314435959,0.08334258943796158,0.18997077643871307
2719_0066_A_1033	0.063887819647789,0.07160511612892151,0.11769112199544907,0.10698207467794418,0.07548346370458603,0.1953515261411667
2719_0066_A_1034	0.0666731595993042,0.07068583369255066,0.112874336540699,0.09206553548574448,0.08057061582803726,0.19979806244373322
2719_0066_A_1035	0.07286128401756287,0.06394067406654358,0.10871792584657669,0.10681609064340591,0.06641647964715958,0.18693315982818604
2719_0066_A_1036	0.06951329112052917,0.060994092375040054,0.10886921733617783,0.10075073689222336,0.07626212388277054,0.1875406801700592
2719_0066_A_1037	0.06953614950180054,0.06756779551506042,0.10979291051626205,0.09247200936079025,0.08216477185487747,0.19154341518878937
2719_0066_A_1038	0.06948471069335938,0.06580248475074768,0.1087762787938118,0.09317933768033981,0.08266950398683548,0.1904548853635788
2719_0066_A_1039	0.06877891719341278,0.06396141648292542,0.11269911378622055,0.10208547860383987,0.07773710042238235,0.18745428323745728
2719_0067_A_1040	0.0695265680551529,0.060835424810647964,0.113717220723629,0.10147342830896378,0.08416415005922318,0.18761977553367615
2719_0067_A_1041	0.06983420252799988,0.06404322385787964,0.11368095129728317,0.09976836293935776,0.0836058184504509,0.1881255805492401
2719_0067_A_1042	0.07465554773807526,0.0707901120185852,0.11695810407400131,0.09962063282728195,0.07506502419710159,0.18845915794372559
2719_0067_A_1043	0.06693191826343536,0.0700017511844635,0.11200160533189774,0.10730961710214615,0.08109220117330551,0.19387315213680267
2719_0067_A_1044	0.07185815274715424,0.06942489743232727,0.10757526010274887,0.10576687008142471,0.08324787765741348,0.1932915896177292
2719_0067_A_1045	0.06820619106292725,0.06730124354362488,0.10794974118471146,0.10275920480489731,0.08099574595689774,0.18918070197105408
2719_0067_A_1046	0.0731227844953537,0.06442755460739136,0.10925395041704178,0.10723195225000381,0.08042054623365402,0.18840055167675018
2719_0067_A_1047	0.06849023699760437,0.06723621487617493,0.11352501064538956,0.09267821162939072,0.07917342334985733,0.192400723695755
2719_0067_A_1048	0.06793320178985596,0.06697976589202881,0.11338118463754654,0.09298095852136612,0.07846464961767197,0.1918114423751831
2719_0067_A_1049	0.07753568887710571,0.07680252194404602,0.11166595667600632,0.09980570524930954,0.07597798854112625,0.19257988035678864
2719_0067_A_1050	0.07138285040855408,0.06664246320724487,0.11474042385816574,0.10337119549512863,0.0767538771033287,0.1871640384197235
2719_0067_A_1051	0.06342300772666931,0.07261186838150024,0.11700724810361862,0.1019899770617485,0.07239163666963577,0.1890028715133667
2719_0067_A_1052	0.07180410623550415,0.06906089186668396,0.10952325910329819,0.10010268539190292,0.07673997431993484,0.18966415524482727
2719_0067_A_1053	0.07022111117839813,0.07096976041793823,0.11447393149137497,0.10387875884771347,0.082134909927845,0.19535930454730988
2719_0068_A_1054	0.07048796117305756,0.06771409511566162,0.11363612860441208,0.09112045913934708,0.08086121827363968,0.19230900704860687
2719_0068_A_1055	0.07201604545116425,0.06319579482078552,0.1109665110707283,0.09858641773462296,0.07282502204179764,0.1901915967464447
2719_0068_A_1056	0.07356706261634827,0.07304748892784119,0.11041497439146042,0.0989486500620842,0.06975249201059341,0.1920768767595291
2719_0068_A_1057	0.07579092681407928,0.05959451571106911,0.11147638410329819,0.10555312782526016,0.06672269850969315,0.18632671236991882
2719_0068_A_1058	0.07342725992202759,0.0691121518611908,0.10860828310251236,0.09653081744909286,0.08126562088727951,0.1894112229347229
2719_0068_A_1059	0.07219535112380981,0.06336414813995361,0.10608186572790146,0.09536430984735489,0.0830722525715828,0.19071418046951294
2719_0068_A_1060	0.06799492239952087,0.06813418865203857,0.10443715006113052,0.10849390178918839,0.08184859901666641,0.19154992699623108
2719_0068_A_1061	0.07061071693897247,0.07491829991340637,0.11020093411207199,0.09766063839197159,0.07833109050989151,0.1946258544921875
2719_0069_A_1062	0.06534793972969055,0.06866711378097534,0.11652877181768417,0.1015525683760643,0.07918954640626907,0.18827024102210999
2719_0069_A_1064	0.06493237614631653,0.06853070855140686,0.11626481264829636,0.10185601562261581,0.07820341736078262,0.18785959482192993
2719_0069_A_1065	0.0660286694765091,0.07250639796257019,0.10744040459394455,0.10930190235376358,0.0704425647854805,0.1922229677438736
2719_0069_A_1067	0.07450668513774872,0.06365641951560974,0.11796476691961288,0.0998760238289833,0.07312510162591934,0.18789660930633545
2719_0069_A_1068	0.06948454678058624,0.06591135263442993,0.11813219636678696,0.0984981581568718,0.07854516059160233,0.18555310368537903
2719_0069_A_1069	0.06983615458011627,0.06578537821769714,0.1184372678399086,0.09836848825216293,0.07834286242723465,0.18538875877857208
2719_0069_A_1070	0.07064889371395111,0.06628230214118958,0.11492746323347092,0.10131504386663437,0.07250083237886429,0.18611927330493927
2719_0069_A_1071	0.06549935042858124,0.06772443652153015,0.11670681089162827,0.10256507247686386,0.07162576168775558,0.18747395277023315
2719_0069_A_1072	0.06921534240245819,0.058315012603998184,0.1142050102353096,0.10548367351293564,0.06536943465471268,0.1887471079826355
2719_0069_A_1073	0.06315228343009949,0.06664302945137024,0.12265001982450485,0.10037291795015335,0.07814282923936844,0.19230030477046967
2719_0069_A_1074	0.06309597194194794,0.06602683663368225,0.12215166538953781,0.1006903424859047,0.0783223882317543,0.19160568714141846
2719_0069_A_1076	0.07222515344619751,0.07314059138298035,0.11388913542032242,0.09606475383043289,0.08080505579710007,0.1939508616924286
2719_0069_A_1077	0.07221411168575287,0.07306569814682007,0.11339583247900009,0.0968402847647667,0.08071575313806534,0.1940150260925293
2719_0069_A_1080	0.0749559998512268,0.06193825975060463,0.10543287545442581,0.09797146171331406,0.07482095807790756,0.18360096216201782
2719_0069_A_1081	0.07276688516139984,0.06979668140411377,0.11363334208726883,0.09737985581159592,0.08240426331758499,0.18867456912994385
2719_0069_A_1082	0.07173745334148407,0.07039192318916321,0.11417175084352493,0.0966365858912468,0.08152172714471817,0.18961387872695923
2719_0069_A_1083	0.07276688516139984,0.06979668140411377,0.11363334208726883,0.09737985581159592,0.08240426331758499,0.18867456912994385
2719_0069_A_1085	0.0729823112487793,0.06554180383682251,0.11620666831731796,0.10151033848524094,0.0750674232840538,0.18309994041919708
2719_0069_A_1087	0.07356129586696625,0.061063919216394424,0.1162177100777626,0.10220620781183243,0.0769917443394661,0.18169327080249786
2719_0069_A_1088	0.0718570351600647,0.0686308741569519,0.11006341129541397,0.10441868752241135,0.07828555256128311,0.1875794231891632
2719_0069_A_1089	0.07227134704589844,0.06974363327026367,0.11214810609817505,0.09850425273180008,0.07064516097307205,0.1877891570329666
2719_0069_A_1090	0.07241278886795044,0.06749346852302551,0.11051908880472183,0.09988906234502792,0.08069562166929245,0.18953341245651245
2719_0069_A_1091	0.0724107027053833,0.06741020083427429,0.11073409765958786,0.09999678283929825,0.0804126039147377,0.18948794901371002
2719_0069_A_1092	0.07241278886795044,0.06749346852302551,0.11051908880472183,0.09988906234502792,0.08069562166929245,0.18953341245651245
2719_0069_A_1094	0.0675896406173706,0.06489276885986328,0.1129058450460434,0.10349708050489426,0.0711955651640892,0.1894775629043579
2719_0069_A_1097	0.07043801248073578,0.06340974569320679,0.11459647864103317,0.1010960265994072,0.07709331065416336,0.18980689346790314
2719_0069_A_1098	0.06334203481674194,0.06819993257522583,0.12097857147455215,0.10274995118379593,0.0770503357052803,0.19298911094665527
2719_0069_A_1099	0.06347489356994629,0.06863176822662354,0.12110719829797745,0.10268818587064743,0.0762619897723198,0.19251255691051483
2719_0069_A_1102	0.06505061686038971,0.06963881850242615,0.11798494309186935,0.10279729217290878,0.06588301807641983,0.18858076632022858
2719_0069_A_1103	0.06451348960399628,0.07128182053565979,0.11260277777910233,0.09426601976156235,0.07765022665262222,0.1965181976556778
2719_0069_A_1104	0.0648493617773056,0.07050815224647522,0.11201152950525284,0.09476394206285477,0.07774821668863297,0.19566890597343445
2719_0069_A_1105	0.0648493617773056,0.07050815224647522,0.11201152950525284,0.09476394206285477,0.07774821668863297,0.19566890597343445
2719_0069_A_1106	0.07709681987762451,0.05770087614655495,0.10885777324438095,0.10292228311300278,0.0745173767209053,0.18065515160560608
2719_0069_A_1107	0.06577876210212708,0.06407284736633301,0.10859930515289307,0.10110201686620712,0.07340411096811295,0.1870691180229187
2719_0069_A_1108	0.07442225515842438,0.07329630851745605,0.1115025207400322,0.09544297307729721,0.08107907325029373,0.19528785347938538
2719_0069_A_1109	0.07458321750164032,0.07265704870223999,0.11096160858869553,0.09612835198640823,0.08116474002599716,0.19415712356567383
2719_0070_A_1110	0.0678514689207077,0.07218155264854431,0.11478594690561295,0.09676795452833176,0.08242135494947433,0.19743013381958008
2719_0070_A_1111	0.06979657709598541,0.07058614492416382,0.1162249967455864,0.10307309776544571,0.07596657425165176,0.18921075761318207
2719_0071_A_1112	0.0635293573141098,0.07208529114723206,0.11797212809324265,0.09844803065061569,0.08840318769216537,0.19785207509994507
2719_0071_A_1114	0.0665825605392456,0.07619491219520569,0.10539775341749191,0.10392526537179947,0.08084665983915329,0.19411978125572205
2719_0071_A_1115	0.06624042987823486,0.07653090357780457,0.10581488162279129,0.10343816131353378,0.08018048852682114,0.19416263699531555
2719_0071_A_1116	0.0659203827381134,0.07687515020370483,0.10615117102861404,0.10312878340482712,0.08047056943178177,0.19486120343208313
2719_0071_A_1117	0.06903429329395294,0.0731789767742157,0.11667148023843765,0.10122566670179367,0.07354579120874405,0.19869475066661835
2719_0071_A_1118	0.06735441088676453,0.07076969742774963,0.1099710538983345,0.0954556092619896,0.07931459695100784,0.19286897778511047
2719_0072_A_1119	0.0661957710981369,0.0757184624671936,0.11641763895750046,0.10223010927438736,0.08115661889314651,0.1987150013446808
2719_0074_A_1154	0.07341478765010834,0.07015690207481384,0.10945778340101242,0.09419252723455429,0.08500409871339798,0.19438186287879944
2719_0074_A_1153	0.07292032241821289,0.07019951939582825,0.11020296066999435,0.09393774718046188,0.08464477211236954,0.1950802505016327
2719_0074_A_1155	0.0724281370639801,0.07031548023223877,0.11028531938791275,0.09366872161626816,0.08435628563165665,0.1950276792049408
2719_0072_A_1120	0.06576031446456909,0.0757165253162384,0.11679276078939438,0.10192873328924179,0.08069980889558792,0.19854386150836945
2719_0072_A_1121	0.06574590504169464,0.07579869031906128,0.11673247069120407,0.10198844224214554,0.08059505373239517,0.1986425369977951
2719_0072_A_1122	0.06586386263370514,0.07522645592689514,0.11640804260969162,0.10273129492998123,0.08104298263788223,0.19780568778514862
2719_0072_A_1124	0.06765541434288025,0.0651380717754364,0.11957427114248276,0.10250381380319595,0.0736546739935875,0.18964186310768127
2719_0072_A_1125	0.0677238404750824,0.06592074036598206,0.11543119698762894,0.10169524699449539,0.07084494084119797,0.19146865606307983
2719_0072_A_1126	0.06812535226345062,0.07804223895072937,0.11117006093263626,0.1036524698138237,0.08087388426065445,0.19798362255096436
2719_0072_A_1127	0.06838884949684143,0.07786020636558533,0.11070618778467178,0.10423039644956589,0.080731101334095,0.19753800332546234
2719_0072_A_1128	0.06814555823802948,0.07763081789016724,0.11074290424585342,0.10445394366979599,0.08058405667543411,0.19762077927589417
2719_0072_A_1129	0.06813786923885345,0.07760095596313477,0.11099391430616379,0.10437760502099991,0.08089528232812881,0.19743627309799194
2719_0072_A_1130	0.06757813692092896,0.0777347981929779,0.11131361871957779,0.1032620444893837,0.0804465040564537,0.1979251354932785
2719_0072_A_1131	0.06531694531440735,0.06840914487838745,0.11227905005216599,0.10502747446298599,0.06833740323781967,0.1929936408996582
2719_0072_A_1132	0.07556958496570587,0.05912834778428078,0.10811395198106766,0.10407713800668716,0.0761607363820076,0.18580928444862366
2719_0072_A_1133	0.06840473413467407,0.061505649238824844,0.1165139451622963,0.1028008833527565,0.08706478029489517,0.18409162759780884
2719_0073_A_1134	0.06344510614871979,0.06749030947685242,0.11421405524015427,0.10244030505418777,0.08462689071893692,0.1964326798915863
2719_0073_A_1135	0.06328897178173065,0.0673501193523407,0.11465882509946823,0.102443628013134,0.0842706635594368,0.19603216648101807
2719_0073_A_1136	0.06325182318687439,0.06692937016487122,0.1142934039235115,0.1026163324713707,0.08443254977464676,0.19565516710281372
2719_0073_A_1137	0.07124625146389008,0.07274666428565979,0.10841213911771774,0.10219559818506241,0.06984253972768784,0.1927887350320816
2719_0073_A_1138	0.07221537828445435,0.06627479195594788,0.11466076225042343,0.10856667906045914,0.0658583715558052,0.1905290186405182
2719_0073_A_1139	0.0691736489534378,0.06825962662696838,0.11978193372488022,0.10633113235235214,0.0717531368136406,0.1894172579050064
2719_0073_A_1140	0.07324209809303284,0.07123011350631714,0.11069122701883316,0.09369926899671555,0.08338076621294022,0.192881241440773
2719_0073_A_1141	0.07306595146656036,0.07092645764350891,0.1102067157626152,0.09459014981985092,0.08321306854486465,0.19210831820964813
2719_0074_A_1142	0.06913535296916962,0.06653958559036255,0.1024252250790596,0.10505851358175278,0.08498398214578629,0.19014815986156464
2719_0074_A_1143	0.06927472352981567,0.0665784478187561,0.10226339846849442,0.10502930730581284,0.08492409437894821,0.190036341547966
2719_0074_A_1144	0.0692511796951294,0.06649315357208252,0.10259642452001572,0.10549841076135635,0.08527401834726334,0.1897302269935608
2719_0074_A_1145	0.07295805215835571,0.0646110475063324,0.10693656653165817,0.10310158878564835,0.07518354803323746,0.1887882947921753
2719_0074_A_1146	0.07577000558376312,0.06372937560081482,0.10896081477403641,0.10083038359880447,0.07327813655138016,0.1896224021911621
2719_0074_A_1147	0.06932869553565979,0.062329504638910294,0.11180540919303894,0.10201340168714523,0.07986748963594437,0.18556144833564758
2719_0074_A_1148	0.06772677600383759,0.06831532716751099,0.11374660581350327,0.09977292269468307,0.07439268380403519,0.19375275075435638
2719_0074_A_1149	0.07563644647598267,0.071126788854599,0.10421555489301682,0.09774818271398544,0.07733789831399918,0.1936907172203064
2719_0074_A_1150	0.07569172978401184,0.07327282428741455,0.11812812834978104,0.09854298084974289,0.07385531812906265,0.18988695740699768
2719_0074_A_1151	0.07198512554168701,0.06362751126289368,0.11360672861337662,0.10848823934793472,0.07744265347719193,0.18758755922317505
2719_0074_A_1152	0.06925153732299805,0.0661623477935791,0.1121886596083641,0.102723129093647,0.06495503336191177,0.1901685893535614
2719_0074_A_1156	0.07561305165290833,0.06504610180854797,0.1063203290104866,0.09905616194009781,0.0767117515206337,0.19022466242313385
2719_0074_A_1157	0.06672854721546173,0.0662553608417511,0.11166288703680038,0.09529612213373184,0.0806896761059761,0.19684669375419617
2719_0074_A_1158	0.066881462931633,0.06552568078041077,0.11085174232721329,0.09544450789690018,0.08115536719560623,0.19586002826690674
2719_0074_A_1159	0.07833217084407806,0.06190291419625282,0.10499713569879532,0.10449669510126114,0.07507417351007462,0.18114838004112244
2719_0074_A_1160	0.07282525300979614,0.06920033693313599,0.11611825972795486,0.0945153757929802,0.08233246952295303,0.19425037503242493
2719_0074_A_1161	0.07314501702785492,0.06885340809822083,0.11578711122274399,0.09528552740812302,0.08248484879732132,0.19344232976436615
2719_0075_A_1162	0.06437154114246368,0.07321837544441223,0.10202554613351822,0.09282846003770828,0.08468054980039597,0.20252472162246704
2719_0075_A_1163	0.0689559280872345,0.06962892413139343,0.11307980865240097,0.10530770570039749,0.07961715012788773,0.1911303550004959
2719_0076_A_1164	0.07138946652412415,0.0675739049911499,0.1144907996058464,0.09585032612085342,0.08532153815031052,0.18914754688739777
2719_0076_A_1165	0.07193103432655334,0.06660228967666626,0.11351797729730606,0.09634827822446823,0.08562543243169785,0.18777239322662354
2719_0076_A_1166	0.07039067149162292,0.06587362289428711,0.11010199040174484,0.10239770263433456,0.07293171435594559,0.1892034113407135
2719_0076_A_1182	0.07504671812057495,0.06992396712303162,0.11181438714265823,0.0967106744647026,0.08179930597543716,0.19575068354606628
2719_0076_A_1184	0.07421565055847168,0.06618186831474304,0.11630930751562119,0.10194128006696701,0.07704425603151321,0.18876171112060547
2719_0076_A_1181	0.07511621713638306,0.07135409116744995,0.11270985752344131,0.09556572884321213,0.08154822140932083,0.1970200091600418
2719_0076_A_1183	0.07484273612499237,0.06952080130577087,0.1122979149222374,0.0967852845788002,0.08222212642431259,0.19565118849277496
2719_0076_A_1169	0.07394495606422424,0.06664669513702393,0.10945724695920944,0.10350208729505539,0.07029097527265549,0.18976548314094543
2719_0076_A_1170	0.06667408347129822,0.06876370310783386,0.11192715913057327,0.08926443010568619,0.08316748589277267,0.19277144968509674
2719_0076_A_1171	0.06659762561321259,0.06781330704689026,0.11105989664793015,0.08970380574464798,0.0835002139210701,0.19149929285049438
2719_0076_A_1172	0.06652289628982544,0.06704744696617126,0.11163832992315292,0.08932194858789444,0.08324015885591507,0.1912844479084015
2719_0076_A_1173	0.06620575487613678,0.06703346967697144,0.11111581325531006,0.10001116245985031,0.08043847233057022,0.18740910291671753
2719_0076_A_1174	0.07202081382274628,0.06639295816421509,0.11304480582475662,0.10585280507802963,0.0777774378657341,0.18541061878204346
2719_0076_A_1175	0.07627570629119873,0.06888166069984436,0.1079774722456932,0.096157006919384,0.07483013719320297,0.19151367247104645
